gene_name	gencode_protein_id	gencode_transcript_id	gencode_length	uniprot_id	uniprot_entry_name	uniprot_protein_name	uniprot_length	length_difference	function	subcellular_location	go_bp_count	go_mf_count	keywords_count	domains_count
THEMIS2	ENSP00000413725.1	ENST00000442118.5	246	Q5TEJ8	THMS2_HUMAN	Protein THEMIS2	643	397	May constitute a control point in macrophage inflammatory response, promoting LPS-induced TLR4-mediated TNF production (PubMed:20644716). Determines the threshold for activation of B cells by low-affinity and low-avidity ligands via PLCG2 activation and its downstream pathways (By similarity)	Nucleus; Cytoplasm	0	0	8	0
THEMIS2	ENSP00000398049.1	ENST00000456990.1	391	Q5TEJ8	THMS2_HUMAN	Protein THEMIS2	643	252	May constitute a control point in macrophage inflammatory response, promoting LPS-induced TLR4-mediated TNF production (PubMed:20644716). Determines the threshold for activation of B cells by low-affinity and low-avidity ligands via PLCG2 activation and its downstream pathways (By similarity)	Nucleus; Cytoplasm	0	0	8	0
TIAM2	ENSP00000437188.2	ENST00000461783.7	1701	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	0	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000507157.1	ENST00000682666.1	1701	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	0	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000437435.1	ENST00000538270.5	85	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	1616	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000443546.1	ENST00000535231.5	53	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	1648	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000434901.1	ENST00000528535.5	1367	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	334	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000442989.1	ENST00000535583.1	195	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	1506	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000353528.4	ENST00000360366.8	1725	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	24	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000433348.2	ENST00000529824.6	1730	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	29	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000407183.2	ENST00000456877.6	1013	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	688	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000435335.2	ENST00000528391.6	1045	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	656	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000275246.7	ENST00000275246.11	626	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	1075	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIAM2	ENSP00000431269.2	ENST00000462408.2	156	Q8IVF5	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2	1701	1545	Modulates the activity of RHO-like proteins and connects extracellular signals to cytoskeletal activities. Acts as a GDP-dissociation stimulator protein that stimulates the GDP-GTP exchange activity of RHO-like GTPases and activates them. Mediates extracellular laminin signals to activate Rac1, contributing to neurite growth. Involved in lamellipodial formation and advancement of the growth cone of embryonic hippocampal neurons. Promotes migration of neurons in the cerebral cortex. When overexpr...	Cytoplasm; Cell projection, lamellipodium; Cell projection, filopodium; Cell projection, growth cone; Cell projection, neuron projection; Perikaryon	0	0	11	5
TIGD3	ENSP00000308354.5	ENST00000309880.6	471	Q6B0B8	TIGD3_HUMAN	Tigger transposable element-derived protein 3	471	0		Nucleus	0	0	4	3
TIMP2	ENSP00000467584.1	ENST00000585421.5	143	P16035	TIMP2_HUMAN	Metalloproteinase inhibitor 2	220	77	Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. Known to act on MMP-1, MMP-2, MMP-3, MMP-7, MMP-8, MMP-9, MMP-10, MMP-13, MMP-14, MMP-15, MMP-16 and MMP-19	Secreted	0	0	12	1
TIMP2	ENSP00000441724.1	ENST00000536189.6	143	P16035	TIMP2_HUMAN	Metalloproteinase inhibitor 2	220	77	Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. Known to act on MMP-1, MMP-2, MMP-3, MMP-7, MMP-8, MMP-9, MMP-10, MMP-13, MMP-14, MMP-15, MMP-16 and MMP-19	Secreted	0	0	12	1
TIMP2	ENSP00000262768.6	ENST00000262768.11	220	P16035	TIMP2_HUMAN	Metalloproteinase inhibitor 2	220	0	Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. Known to act on MMP-1, MMP-2, MMP-3, MMP-7, MMP-8, MMP-9, MMP-10, MMP-13, MMP-14, MMP-15, MMP-16 and MMP-19	Secreted	0	0	12	1
TIMP2	ENSP00000468296.1	ENST00000586057.5	143	P16035	TIMP2_HUMAN	Metalloproteinase inhibitor 2	220	77	Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. Known to act on MMP-1, MMP-2, MMP-3, MMP-7, MMP-8, MMP-9, MMP-10, MMP-13, MMP-14, MMP-15, MMP-16 and MMP-19	Secreted	0	0	12	1
TIMP2	ENSP00000465968.2	ENST00000586713.6	143	P16035	TIMP2_HUMAN	Metalloproteinase inhibitor 2	220	77	Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. Known to act on MMP-1, MMP-2, MMP-3, MMP-7, MMP-8, MMP-9, MMP-10, MMP-13, MMP-14, MMP-15, MMP-16 and MMP-19	Secreted	0	0	12	1
TLCD2	ENSP00000331965.6	ENST00000330676.8	264	A6NGC4	TLCD2_HUMAN	TLC domain-containing protein 2	264	0	Regulates the composition and fluidity of the plasma membrane (PubMed:30509349). Inhibits the incorporation of membrane-fluidizing phospholipids containing omega-3 long-chain polyunsaturated fatty acids (LCPUFA) and thereby promotes membrane rigidity (PubMed:30509349). Does not appear to have any effect on LCPUFA synthesis (PubMed:30509349)	Cell membrane	0	0	6	1
TLE3	ENSP00000394717.3	ENST00000451782.7	769	Q6PRX2	Q6PRX2_HUMAN		767	2	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	5	1
TLE3	ENSP00000452871.1	ENST00000558939.5	772	Q04726	TLE3_HUMAN	Transducin-like enhancer protein 3	772	0	Transcriptional corepressor that binds to a number of transcription factors (PubMed:28689657). Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling (PubMed:28689657). The effects of full-length TLE family members may be modulated by association with dominant-negative AES (By similarity)	Nucleus	0	0	15	0
TLE3	ENSP00000319233.8	ENST00000317509.12	760	Q6PRX3	Q6PRX3_HUMAN		764	4	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	5	1
TLE3	ENSP00000454141.1	ENST00000560589.5	716	H0YNT2	H0YNT2_HUMAN		716	0	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	6	1
TLE3	ENSP00000453081.1	ENST00000559929.5	782	H0YL70	H0YL70_HUMAN		782	0	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	7	1
TLE3	ENSP00000453760.1	ENST00000559048.5	772	Q04726	TLE3_HUMAN	Transducin-like enhancer protein 3	772	0	Transcriptional corepressor that binds to a number of transcription factors (PubMed:28689657). Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling (PubMed:28689657). The effects of full-length TLE family members may be modulated by association with dominant-negative AES (By similarity)	Nucleus	0	0	15	0
TLE3	ENSP00000452933.1	ENST00000560939.5	774	H0YKT5	H0YKT5_HUMAN		774	0	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	7	1
TLE3	ENSP00000453083.1	ENST00000557997.5	764	Q6PRX3	Q6PRX3_HUMAN		764	0	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	5	1
TLE3	ENSP00000452881.1	ENST00000558201.5	778	H0YKN8	H0YKN8_HUMAN		778	0	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	7	1
TLE3	ENSP00000415057.3	ENST00000440567.7	762	Q6PRX3	Q6PRX3_HUMAN		764	2	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	5	1
TLE3	ENSP00000454029.1	ENST00000559191.5	353	H0YNT2	H0YNT2_HUMAN		716	363	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	6	1
TLE3	ENSP00000453107.1	ENST00000557907.5	764	Q6PRX3	Q6PRX3_HUMAN		764	0	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	5	1
TLE3	ENSP00000453435.1	ENST00000558379.5	767	Q6PRX2	Q6PRX2_HUMAN		767	0	Transcriptional corepressor that binds to a number of transcription factors. Inhibits the transcriptional activation mediated by CTNNB1 and TCF family members in Wnt signaling. The effects of full-length TLE family members may be modulated by association with dominant-negative AES	Nucleus	0	0	5	1
TLR1	ENSP00000354932.2	ENST00000308979.7	786	Q15399	TLR1_HUMAN	Toll-like receptor 1	786	0	Participates in the innate immune response to microbial agents. Specifically recognizes diacylated and triacylated lipopeptides. Cooperates with TLR2 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:21078852). Forms the activation cluster TLR2:TLR1:CD14 in response to triacylated lipopeptides, this cluster triggers signaling from the cell surface and subsequently is targeted to the Golgi in a lipid-raft dependent pathway (PubMed:16880211). Acts via MYD88 an...	Cell membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft; Golgi apparatus	0	0	20	2
TLR1	ENSP00000421259.1	ENST00000502213.6	786	Q15399	TLR1_HUMAN	Toll-like receptor 1	786	0	Participates in the innate immune response to microbial agents. Specifically recognizes diacylated and triacylated lipopeptides. Cooperates with TLR2 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:21078852). Forms the activation cluster TLR2:TLR1:CD14 in response to triacylated lipopeptides, this cluster triggers signaling from the cell surface and subsequently is targeted to the Golgi in a lipid-raft dependent pathway (PubMed:16880211). Acts via MYD88 an...	Cell membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft; Golgi apparatus	0	0	20	2
TLR1	ENSP00000421856.1	ENST00000505940.1	161	Q15399	TLR1_HUMAN	Toll-like receptor 1	786	625	Participates in the innate immune response to microbial agents. Specifically recognizes diacylated and triacylated lipopeptides. Cooperates with TLR2 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:21078852). Forms the activation cluster TLR2:TLR1:CD14 in response to triacylated lipopeptides, this cluster triggers signaling from the cell surface and subsequently is targeted to the Golgi in a lipid-raft dependent pathway (PubMed:16880211). Acts via MYD88 an...	Cell membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft; Golgi apparatus	0	0	20	2
TLR1	ENSP00000423017.1	ENST00000515861.5	90	Q15399	TLR1_HUMAN	Toll-like receptor 1	786	696	Participates in the innate immune response to microbial agents. Specifically recognizes diacylated and triacylated lipopeptides. Cooperates with TLR2 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:21078852). Forms the activation cluster TLR2:TLR1:CD14 in response to triacylated lipopeptides, this cluster triggers signaling from the cell surface and subsequently is targeted to the Golgi in a lipid-raft dependent pathway (PubMed:16880211). Acts via MYD88 an...	Cell membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft; Golgi apparatus	0	0	20	2
TLR1	ENSP00000423725.1	ENST00000506146.5	48	Q15399	TLR1_HUMAN	Toll-like receptor 1	786	738	Participates in the innate immune response to microbial agents. Specifically recognizes diacylated and triacylated lipopeptides. Cooperates with TLR2 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:21078852). Forms the activation cluster TLR2:TLR1:CD14 in response to triacylated lipopeptides, this cluster triggers signaling from the cell surface and subsequently is targeted to the Golgi in a lipid-raft dependent pathway (PubMed:16880211). Acts via MYD88 an...	Cell membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft; Golgi apparatus	0	0	20	2
TLR1	ENSP00000424894.1	ENST00000508364.1	23	Q15399	TLR1_HUMAN	Toll-like receptor 1	786	763	Participates in the innate immune response to microbial agents. Specifically recognizes diacylated and triacylated lipopeptides. Cooperates with TLR2 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:21078852). Forms the activation cluster TLR2:TLR1:CD14 in response to triacylated lipopeptides, this cluster triggers signaling from the cell surface and subsequently is targeted to the Golgi in a lipid-raft dependent pathway (PubMed:16880211). Acts via MYD88 an...	Cell membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft; Golgi apparatus	0	0	20	2
TLR2	ENSP00000493968.2	ENST00000646900.2	784	O60603	TLR2_HUMAN	Toll-like receptor 2	784	0	Cooperates with LY96 to mediate the innate immune response to bacterial lipoproteins and other microbial cell wall components. Cooperates with TLR1 or TLR6 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:17889651, PubMed:21078852). Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. May also activate immune cells and promote apoptosis in response to the lipid moiety of lipoproteins (PubMed:10426995,...	Membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft	0	0	19	2
TLR2	ENSP00000496676.2	ENST00000646219.2	784	O60603	TLR2_HUMAN	Toll-like receptor 2	784	0	Cooperates with LY96 to mediate the innate immune response to bacterial lipoproteins and other microbial cell wall components. Cooperates with TLR1 or TLR6 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:17889651, PubMed:21078852). Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. May also activate immune cells and promote apoptosis in response to the lipid moiety of lipoproteins (PubMed:10426995,...	Membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft	0	0	19	2
TLR2	ENSP00000495339.1	ENST00000642580.1	784	O60603	TLR2_HUMAN	Toll-like receptor 2	784	0	Cooperates with LY96 to mediate the innate immune response to bacterial lipoproteins and other microbial cell wall components. Cooperates with TLR1 or TLR6 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:17889651, PubMed:21078852). Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. May also activate immune cells and promote apoptosis in response to the lipid moiety of lipoproteins (PubMed:10426995,...	Membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft	0	0	19	2
TLR2	ENSP00000494425.1	ENST00000642700.2	784	O60603	TLR2_HUMAN	Toll-like receptor 2	784	0	Cooperates with LY96 to mediate the innate immune response to bacterial lipoproteins and other microbial cell wall components. Cooperates with TLR1 or TLR6 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:17889651, PubMed:21078852). Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. May also activate immune cells and promote apoptosis in response to the lipid moiety of lipoproteins (PubMed:10426995,...	Membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft	0	0	19	2
TLR2	ENSP00000496208.2	ENST00000643501.2	784	O60603	TLR2_HUMAN	Toll-like receptor 2	784	0	Cooperates with LY96 to mediate the innate immune response to bacterial lipoproteins and other microbial cell wall components. Cooperates with TLR1 or TLR6 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:17889651, PubMed:21078852). Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. May also activate immune cells and promote apoptosis in response to the lipid moiety of lipoproteins (PubMed:10426995,...	Membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft	0	0	19	2
TLR2	ENSP00000260010.6	ENST00000260010.6	784	O60603	TLR2_HUMAN	Toll-like receptor 2	784	0	Cooperates with LY96 to mediate the innate immune response to bacterial lipoproteins and other microbial cell wall components. Cooperates with TLR1 or TLR6 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:17889651, PubMed:21078852). Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. May also activate immune cells and promote apoptosis in response to the lipid moiety of lipoproteins (PubMed:10426995,...	Membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft	0	0	19	2
TLR2	ENSP00000494668.1	ENST00000643087.1	210	O60603	TLR2_HUMAN	Toll-like receptor 2	784	574	Cooperates with LY96 to mediate the innate immune response to bacterial lipoproteins and other microbial cell wall components. Cooperates with TLR1 or TLR6 to mediate the innate immune response to bacterial lipoproteins or lipopeptides (PubMed:17889651, PubMed:21078852). Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response. May also activate immune cells and promote apoptosis in response to the lipid moiety of lipoproteins (PubMed:10426995,...	Membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft	0	0	19	2
TLR4	ENSP00000496429.1	ENST00000472304.2	32	O00206	TLR4_HUMAN	Toll-like receptor 4	839	807	Transmembrane receptor that functions as a pattern recognition receptor recognizing pathogen- and damage-associated molecular patterns (PAMPs and DAMPs) to induce innate immune responses via downstream signaling pathways (PubMed:10835634, PubMed:15809303, PubMed:16622205, PubMed:17292937, PubMed:17478729, PubMed:20037584, PubMed:20711192, PubMed:23880187, PubMed:27022195, PubMed:29038465, PubMed:17803912). At the plasma membrane, cooperates with LY96 to mediate the innate immune response to bact...	Cell membrane; Early endosome; Cell projection, ruffle	0	0	23	2
TLR4	ENSP00000377997.4	ENST00000394487.5	799	O00206	TLR4_HUMAN	Toll-like receptor 4	839	40	Transmembrane receptor that functions as a pattern recognition receptor recognizing pathogen- and damage-associated molecular patterns (PAMPs and DAMPs) to induce innate immune responses via downstream signaling pathways (PubMed:10835634, PubMed:15809303, PubMed:16622205, PubMed:17292937, PubMed:17478729, PubMed:20037584, PubMed:20711192, PubMed:23880187, PubMed:27022195, PubMed:29038465, PubMed:17803912). At the plasma membrane, cooperates with LY96 to mediate the innate immune response to bact...	Cell membrane; Early endosome; Cell projection, ruffle	0	0	23	2
TLR4	ENSP00000363089.5	ENST00000355622.8	839	O00206	TLR4_HUMAN	Toll-like receptor 4	839	0	Transmembrane receptor that functions as a pattern recognition receptor recognizing pathogen- and damage-associated molecular patterns (PAMPs and DAMPs) to induce innate immune responses via downstream signaling pathways (PubMed:10835634, PubMed:15809303, PubMed:16622205, PubMed:17292937, PubMed:17478729, PubMed:20037584, PubMed:20711192, PubMed:23880187, PubMed:27022195, PubMed:29038465, PubMed:17803912). At the plasma membrane, cooperates with LY96 to mediate the innate immune response to bact...	Cell membrane; Early endosome; Cell projection, ruffle	0	0	23	2
TLR5	ENSP00000496355.1	ENST00000642603.2	858	O60602	TLR5_HUMAN	Toll-like receptor 5	858	0	Pattern recognition receptor (PRR) located on the cell surface that participates in the activation of innate immunity and inflammatory response (PubMed:11323673, PubMed:18490781). Recognizes small molecular motifs named pathogen-associated molecular pattern (PAMPs) expressed by pathogens and microbe-associated molecular patterns (MAMPs) usually expressed by resident microbiota (PubMed:29934223). Upon ligand binding such as bacterial flagellins, recruits intracellular adapter proteins MYD88 and T...	Cell membrane	0	0	19	2
TLR5	ENSP00000440643.1	ENST00000540964.5	858	O60602	TLR5_HUMAN	Toll-like receptor 5	858	0	Pattern recognition receptor (PRR) located on the cell surface that participates in the activation of innate immunity and inflammatory response (PubMed:11323673, PubMed:18490781). Recognizes small molecular motifs named pathogen-associated molecular pattern (PAMPs) expressed by pathogens and microbe-associated molecular patterns (MAMPs) usually expressed by resident microbiota (PubMed:29934223). Upon ligand binding such as bacterial flagellins, recruits intracellular adapter proteins MYD88 and T...	Cell membrane	0	0	19	2
TLR5	ENSP00000493892.1	ENST00000645434.1	775	O60602	TLR5_HUMAN	Toll-like receptor 5	858	83	Pattern recognition receptor (PRR) located on the cell surface that participates in the activation of innate immunity and inflammatory response (PubMed:11323673, PubMed:18490781). Recognizes small molecular motifs named pathogen-associated molecular pattern (PAMPs) expressed by pathogens and microbe-associated molecular patterns (MAMPs) usually expressed by resident microbiota (PubMed:29934223). Upon ligand binding such as bacterial flagellins, recruits intracellular adapter proteins MYD88 and T...	Cell membrane	0	0	19	2
TLR5	ENSP00000385458.2	ENST00000407096.6	21	O60602	TLR5_HUMAN	Toll-like receptor 5	858	837	Pattern recognition receptor (PRR) located on the cell surface that participates in the activation of innate immunity and inflammatory response (PubMed:11323673, PubMed:18490781). Recognizes small molecular motifs named pathogen-associated molecular pattern (PAMPs) expressed by pathogens and microbe-associated molecular patterns (MAMPs) usually expressed by resident microbiota (PubMed:29934223). Upon ligand binding such as bacterial flagellins, recruits intracellular adapter proteins MYD88 and T...	Cell membrane	0	0	19	2
